age,annual_income,total_debt,credit_history_years,late_payments,existing_loans,savings,employment_years,monthly_expenses,creditworthy
49,67061.42635963942,1000.0,23.042486964198332,0,1,15199.985257900575,7.2885720793973805,3234.958533155185,1
28,48252.853667843025,28603.27204779694,5.136622617931758,1,1,28869.0466418164,2.642431651825598,3059.1747847692823,1
55,68612.4669453365,15296.034441966416,30.677294591261774,2,2,2612.4280665796978,1.3773133882508288,2566.5897059848394,1
52,61819.1668622511,25396.31204986562,25.037119954218984,0,2,42623.716407703105,5.935150983706691,3005.977975442287,1
36,32773.36443559339,41597.71934329612,8.361919914842263,3,1,19793.439802637542,12.567103267687274,2522.19621012738,0
24,80961.4862413524,14467.563081723918,1.0083494923759444,3,1,36772.62420508209,2.8815564542843317,3242.5557439131103,1
64,45986.59461237551,13788.470173428448,35.0,0,3,45969.99592136146,9.979397419983506,4566.744585903843,1
41,25208.28382266669,19186.64169723996,19.844495882343875,4,1,35901.675874758,7.472784550071564,1392.8849084286123,0
61,36189.213227446555,27872.473529834097,35.0,0,1,44384.28221276549,16.966164847523384,700.0,1
51,36621.1871077902,12332.869746898501,23.372115090504295,0,0,500.0,8.951257318302847,2225.893159748677,1
56,55939.1197358356,11690.384028678694,27.067629255855124,1,0,21128.580053330046,3.508868802870703,2164.3766900773744,1
55,50070.69090016773,28571.892702413657,30.06028496778573,1,1,49855.380002203514,10.681847643823431,2260.188642141823,1
29,48937.02458246933,21786.393238380355,0.4477854141361152,3,2,39166.13168969199,10.850109954479851,1766.2049414651492,0
37,66154.63537868462,1000.0,22.22688192045072,1,0,63272.33877992633,5.014944938520927,3385.190752281432,1
42,61117.75650146867,5746.082005308919,23.406332953482078,2,0,60678.84863940631,1.1800214783499499,1356.8034897064813,1
43,60688.86167159715,33012.358638272104,22.234476787814348,0,0,35392.65842011146,9.680175956132853,3005.697595149493,1
22,62376.91223191647,22019.282830788125,0.0,5,2,25464.38486007348,7.317575883825009,3174.619056071339,0
45,66090.42402404029,10378.040689627509,24.893314075506545,1,0,12748.103164794185,0.0,2884.819316336551,1
27,18000.0,16295.903427650179,3.7280872521484607,1,1,21435.445820365545,8.272604994953063,3038.4289482433314,0
54,48440.1114592397,18132.366728016703,28.213466354823453,2,2,22651.55564719141,3.815035509893969,3454.3405301547173,1
51,18000.0,25357.33360280164,18.028354931780154,1,3,19321.514537129133,0.0,2648.2087540312086,0
62,55649.07868236032,4417.366051412106,34.090484408856916,2,3,13469.920540661169,5.239418283058491,2288.1530476469125,1
54,54916.60649996178,9590.50861329542,33.99304118099183,1,2,37228.37857539681,13.414593671034316,3037.733394762378,1
37,73819.58094621425,20729.55754863389,12.156542517102602,1,1,60539.51420656022,13.040307500440285,3140.329613850792,1
64,76377.41906898018,17001.654195045496,35.0,0,0,46798.621828144656,11.733760510036838,3400.7129190968776,1
39,58649.95086854261,23718.591826367097,13.821942218060023,0,1,24196.43895113418,8.346164450460616,1058.8465160985693,1
35,45993.5006068558,5704.926026404022,6.718530779426351,2,1,48252.51925681277,9.978986016775497,2434.8216313838984,1
61,63732.900025823285,21571.28676271321,35.0,0,2,36239.71560309988,7.493222907390008,1641.1685413183784,1
37,45497.482528162356,28915.83619377472,17.5266776950632,3,1,29267.321683136834,1.4747458689276565,3104.8683439508222,0
24,54974.93227401972,22868.185471492834,5.093952392598996,1,2,28143.790938346723,2.4724905057378272,3254.038254203986,0
42,72750.45370529382,19391.11739761592,17.2647527395459,1,1,26401.07751621125,3.9640953722114785,2353.028586958626,1
56,44960.11577219037,17041.163974340292,33.041243991621414,0,0,41719.19020927086,14.006795383181647,1943.65881623741,1
29,69502.21550636501,9651.488472284982,7.051864263160455,1,1,32514.061480975586,12.383453655602223,3137.2671814334853,1
41,67193.22463646144,17280.014075602114,10.97755462700819,1,0,16888.38964361418,1.6006121833658735,2480.081914706337,0
26,37813.74729164521,30597.05852880406,4.128940921638357,2,3,16016.66203619367,7.2669555770809975,3883.8199959109725,0
51,72530.09430791321,16809.714933998748,26.669601681739127,2,1,35506.27166307003,4.986964286236362,4195.65774873454,1
42,67574.19421668709,9101.960106515899,23.808331000714286,2,1,37715.72188229895,6.224497303496582,3500.6399437714003,1
35,56834.66597270784,13077.529112346136,6.58382458917335,0,4,24363.612402297884,4.319785905238865,2809.3916654432933,1
31,41278.177755502256,20008.502972759303,7.706566739742827,1,2,9623.898790567604,14.028458114031388,4243.017397564381,0
46,39534.29166563974,14264.860028191531,28.227171032022753,3,0,52517.37210753238,6.905467315631824,2816.64826152182,1
51,45322.0736157456,22853.032830631408,28.32717982429604,1,2,48694.88297148781,8.080784023006366,2168.725498625955,1
63,64766.70033925528,23228.437607490305,35.0,1,2,500.0,8.121291030666615,1992.1936072075364,1
40,37798.74698677484,26889.83180404648,11.178024507358046,2,2,54112.49261964354,1.8611491251949,1966.848593793994,0
28,62875.22047515766,32235.594722650327,2.7124887723353863,3,1,26238.43564800575,7.542768489202637,2594.267227398447,0
58,32648.400480188935,27958.58724372361,30.70934617298261,0,2,33419.76744048857,12.311584108934207,3016.7781345460417,1
49,51326.765480100716,8657.609358520402,24.59548646204289,1,1,50488.01508094728,14.363454927403529,1326.3587544626737,1
52,56973.659582332155,8964.655534237278,31.69336149748742,1,2,59745.698159322965,1.2609251614027865,2195.966665189102,1
25,99012.3426110605,17242.285235401756,0.0,2,2,48051.57513081954,0.0,2791.5659125526568,1
35,30208.31820063339,13488.246427605856,17.879886278201322,1,0,34338.54898111006,7.310672900207609,3179.263642244794,1
55,81496.2621968224,6616.732730390573,30.779613441077046,0,0,5238.467646546029,12.54593787867517,2576.6695231281606,1
58,57697.16345177104,13583.082058270058,35.0,2,1,500.0,8.797982271418439,2820.057320445507,1
40,62401.094524287335,13254.87066380961,17.728394886904738,2,0,45806.86090244107,10.401480380399027,1485.3298337085084,1
57,57130.26244098768,11281.522602387942,33.39414841218871,0,1,54156.54622340058,0.19875489546738745,1779.3919360902273,1
58,63005.08272751419,14842.105138449944,35.0,0,1,15336.392504915137,4.140062578650028,2545.224346444334,1
38,52233.66812148368,29784.50850318331,8.385512389081168,0,1,25143.960634702864,0.0,3059.4960036709954,0
61,81172.90326623425,19992.38041249239,33.51484763610076,3,1,19969.214009061812,6.287559753770208,2808.1729629636748,1
33,46783.519403955,42718.090760554696,13.266321036006648,2,2,19489.79867719794,0.0,1836.058052094154,0
31,75380.22229922646,19705.081860196493,6.8762335297452095,0,2,49349.30131005538,13.663308509202388,2387.094205806625,1
51,43401.39183616559,15099.342260627483,30.311210393433388,1,1,33930.71638956556,14.774107339544674,3960.6545085891275,1
49,53915.46676477684,18041.328826548663,26.310510507367173,0,3,25874.790394877957,7.703217460308829,3089.8324093369056,1
27,35704.67405877606,20564.9197844354,10.553131103423151,2,1,77835.3603691867,0.0,2453.720260979235,0
58,63190.426966255356,22352.539571710637,29.880507642079113,2,1,4180.423817863917,8.878563269565884,1676.746914452318,1
29,81012.2672246776,38767.11325859024,10.753661792128106,1,0,39862.39946692414,16.29566279230471,1957.9659945739304,1
57,53607.58876322462,9546.795350224314,33.9327315016813,0,2,11118.390866900492,9.378677498434637,2605.9313260106655,1
21,51456.05742332963,26590.460581777355,0.0,1,3,27166.136304103653,12.924919952454601,2848.352388740006,0
56,34936.89466477732,20077.505976141238,29.68340165310055,0,0,32675.490920328117,4.574173441518901,3109.0071005914033,1
56,50872.73223605845,2289.0225742938237,29.534991889352103,1,0,45202.72295343166,2.643949760833082,2949.187025949933,1
56,26329.703325012502,25706.987820947634,35.0,3,1,25298.7258871016,6.645689954186754,2266.7872739581835,0
50,38568.19623906111,30676.235608039045,23.605891289153526,1,4,23394.934239656846,0.0,2140.005590546678,0
42,59082.14882996444,9428.235962225703,21.978719117163223,1,1,24976.46823935686,18.320442806569723,4442.2899940607,1
52,78742.23755934513,17910.661321080293,30.807236372883025,1,1,10560.851646578838,7.698250232402465,2099.179410264904,1
33,105565.79550213105,1000.0,8.289028177364392,2,3,41381.57643765036,11.333864771835039,1437.4666742318923,1
56,44441.46846872379,5411.9354031566345,25.9262617342584,1,1,35064.01867407435,4.692457358018967,1125.1542697528066,1
46,80835.40281961791,28480.295776172527,22.896144356040352,1,1,37833.0360836709,0.0,2282.1300015832594,1
41,59387.54464722966,13335.834939925655,19.53223897816413,2,4,28748.22595440455,14.129074153404378,3445.9854386001475,1
43,52277.54235856523,6911.970250619608,24.202385066758396,1,1,26528.196721978322,1.379498593616841,2081.6470795929254,1
46,62786.70013107074,20294.6036445843,16.958536417203433,3,1,51160.806088155325,8.74419381784621,3929.7630877489346,1
22,56114.49670623927,12775.875685689767,2.258936054541169,0,0,48392.156462826286,9.215424056597262,2593.446609375299,1
27,56987.123061019935,13291.78342224464,0.0,4,0,55466.410551318986,7.369756518394418,3598.602260072068,0
32,47650.00306911996,25393.260256749032,5.998045201435488,3,1,36706.69832692567,3.0770788190890075,1918.050980725192,0
26,29834.026123620686,6382.666410656535,6.285696337706366,2,2,54347.953703797546,6.251838814868845,1932.0049448721875,1
40,27214.746354602532,8946.347873181678,15.70750095674499,0,3,22510.512485032545,2.2497458697880983,2681.9411329969757,0
51,66758.40789906209,19540.799921488688,24.28798535706247,3,0,26384.667849456036,11.04588846279469,3034.299199710407,1
50,50019.39837845716,27694.097907482053,24.438550473840642,0,0,51511.813566275305,9.85773463749107,2438.938481690642,1
42,44270.399806189,30381.603014898497,18.69396923613474,0,2,45181.587688684296,6.892987834510514,2863.2189056127063,1
59,55153.10128101677,11349.382796383768,35.0,3,0,24771.89267553186,4.158242641524848,3129.6373581052094,1
46,69308.7805524813,27373.76966919648,18.8322074207887,2,3,11167.351751645205,17.536589498910082,1321.5448882039695,1
24,58246.55097447517,10158.57706529591,2.3357084886167088,2,2,26328.64427413549,0.4896800692333194,2293.156295729774,0
55,43191.011140462586,36262.093469068,35.0,0,0,17672.368057013373,0.0,2133.185723846219,1
46,77073.27320168109,6662.289745802716,17.58010018332751,4,0,61041.06268479614,6.589970096859885,2176.890058141218,1
49,83425.33905366938,31284.78810791731,26.1589921261829,2,3,43680.73158335552,5.7097633671454675,2966.189955666514,1
46,63902.01979581136,11435.138931812762,15.814566969195463,1,1,16213.393607038217,12.487912273771911,2145.689507975963,1
45,72525.94320419362,38132.464547946,29.110953717237237,1,2,11190.162708029773,10.230582274733361,795.4301274093486,1
25,77355.2799426486,23913.20728852484,4.211455991692889,1,1,15990.361071878,7.147627934910198,2387.1332133491073,1
46,75341.78769528125,7839.834705917781,32.103625511877915,1,0,19941.14570760599,9.501688914097366,1642.0345718675185,1
56,66053.78518802722,12777.615204574933,31.101517038697367,0,1,26999.392911650502,9.410828741248292,3046.698783064291,1
34,65770.2468473479,25811.812052237416,14.375197682886926,2,0,50061.83683585597,17.517783600909752,3325.127292668348,1
48,64353.89032023705,28526.444176155615,20.59430123498074,0,2,12602.695955645937,8.266816952477173,700.0,1
22,35247.92185815322,17292.844082755375,1.7242499518853949,1,1,71211.67040723789,3.5946143366025294,1903.1911369637091,0
36,67613.01682347254,18446.582809634663,9.797486358377535,0,1,13020.595737084219,7.992505499141054,2918.035721077287,1
40,30595.34851972203,25583.530326440654,12.853999691803292,4,0,4637.140840297219,0.0,1332.0123783185927,0
65,40697.20980774901,19317.984270108198,35.0,3,1,60389.48685582248,6.836762292898189,3304.3947894621892,1
30,78464.17122054557,5064.951406616243,8.554710125475726,1,3,53782.600797065206,12.46491235552994,3544.3848813759996,1
33,70123.96292849556,9870.259753598193,16.422927303135094,1,1,26717.721640386866,10.010920594352108,2454.1859294960873,1
39,81773.16921434553,20351.199431516652,21.62406778215757,1,3,36863.981672241476,8.492780218228374,1903.4795604334176,1
65,50109.86109362874,30154.824164976937,34.62858675785405,2,0,37318.24414383625,10.24619577785247,700.0,1
59,34259.520857018186,34159.824241620474,30.4376387420936,0,2,32460.823717384053,12.516282724388581,3332.6227652849907,1
22,50672.13045273383,25795.2942077145,0.0,0,2,6663.368307531484,14.126167036490937,4402.28328080872,0
31,56836.56335033033,20872.907610363636,1.329921954529364,2,1,500.0,9.237279501447293,4216.0860785016375,0
57,56421.796894120176,25488.138859824772,31.962309373437645,1,2,14794.928718178493,5.419442827436543,2424.5238342585453,1
23,75406.24861762063,11332.491497931444,4.928899914990842,0,3,62690.77940467706,0.0,1616.591764053892,1
59,48497.13234993798,16467.690397417857,33.034043612836385,3,0,63397.44304907981,11.890867135038645,3353.8618036953194,1
33,61336.62049245264,9758.692786605234,12.982133381663,1,1,25286.93463913844,9.576012568019516,2485.8181014631764,1
62,37204.711310177096,5512.573892922885,35.0,2,2,12756.643994573915,7.763297437579004,3030.3185512790765,1
34,63105.71100478863,21335.49011636205,10.996935809245999,3,3,35006.18195512884,3.559742524028813,2872.476532967251,0
40,55055.95390334146,19855.133065847436,18.911829725784404,1,3,37901.66151840646,11.82576001670278,2683.7031177618264,1
50,41503.35991087869,24876.524845090127,23.35080620820597,2,0,40812.95134729304,5.71381787085934,3525.6624231342785,1
26,50755.071480852646,23461.118308924473,0.5829770263621632,0,1,500.0,6.82788944477008,3559.1012621275563,1
46,51684.836562726014,20426.44271323862,22.880128411276896,1,1,86839.61130885291,6.720057054158783,2129.5810837595936,1
43,50137.207671932265,23566.166656775542,25.484627692392465,2,0,50384.544024785384,9.249258590827491,1769.1987757522168,1
56,86884.14236081831,17573.169037725234,30.614821532988046,1,2,26438.453332686004,1.2568399448493563,700.0,1
65,53227.97195845817,22128.913952224008,35.0,2,3,17067.40265710464,9.81275930953673,2288.454775910185,1
50,50609.87001680792,10738.555973136405,30.475506282926105,1,1,47771.50249343288,3.395558215959864,1616.0073573397997,1
39,18000.0,21697.0592563913,15.891957222876057,2,2,38917.10307062174,3.5709814655042216,2977.27722709738,0
39,38904.26766436941,24684.176852860095,20.610020977692848,1,3,31658.654784621205,11.426200237788745,2297.719758639113,1
39,50264.67835978565,11303.185719277968,12.557875770402415,1,1,38250.02340553461,2.0248576945221473,2395.3142147324347,0
57,42654.65182882043,18518.320989928467,30.45276989059075,1,1,27971.04712395694,11.417212005052328,3330.769486176693,1
35,79870.73668080034,11763.974903706403,6.571510913258179,2,2,37233.52078291144,7.506833623544525,2957.52921203037,1
28,52031.12004286807,12734.93303483885,3.291743956565199,4,1,43074.53131716306,0.0,2494.9789460570087,0
36,78191.99648772854,6750.706448978453,8.597548014737129,1,2,36179.70373347649,13.822379258232498,4117.783108341733,1
22,56110.68341290663,30657.749251665555,0.0,0,3,35236.59416979454,8.551268636317472,3264.334024699731,0
25,55670.10105558838,28656.851747200475,0.0,2,3,55071.48239780126,8.97062932944935,2225.725231630272,0
25,53401.663941174986,23374.33854227337,4.372743781991673,0,2,1252.0718504677861,12.036211552923795,2265.872060643083,1
55,55068.332529186264,37721.95951943814,26.743706525815867,1,0,15638.11898594825,14.496103722806492,3309.541724153632,1
53,85938.31005489748,16107.543034316082,32.033682889405384,0,1,30478.092347658407,8.005134481080637,2782.561128541538,1
52,18000.0,48317.62415110634,23.12640887978434,0,3,16862.383507273662,10.086436612480341,1590.9562606994205,0
41,18972.176600103783,15724.705846367797,26.99693174949186,0,0,22871.414311609064,8.85592965308713,3405.241555800263,1
53,45222.925040989954,20551.933517560163,35.0,2,2,53179.352092020796,5.285661466491602,3731.508980177191,1
28,55261.50187487624,14022.220860597918,9.888644704236528,2,1,27318.522468760948,0.0,3663.2499812052606,1
61,67421.87964575223,21723.25560060305,35.0,2,0,500.0,8.074610295521042,3988.4741013630173,1
43,63515.56956449455,26356.149278862445,24.427373186426372,3,2,22379.84887198298,13.894689153222782,4462.278316601292,0
63,48083.57356814974,16860.836069469162,35.0,0,2,31046.037134409697,9.916664816788284,4156.963131790611,1
27,73342.78647835171,35767.198471176205,4.563480456095634,2,1,30714.411584213885,1.6628840451177913,2906.59560358375,0
43,73543.51725674915,20391.492846334608,14.98210920961757,1,1,40008.67394423546,12.487607528224528,2412.4149122381227,1
52,58313.04096288818,20704.85386110199,30.571994729356568,0,1,38538.99434559853,5.4526507407182985,953.3584726980762,1
43,72327.83630476314,8910.023054862826,19.578340573287665,1,3,27501.130226532256,0.0,2609.7810608960403,1
41,59907.61474177832,22184.990745503845,15.716441707599206,1,2,8525.284351582202,12.089519075912605,3067.2224530207563,1
28,44893.3055179081,16659.727791906345,4.340091057121271,2,3,22059.493470523877,2.273096879534436,2639.197614884619,0
38,67560.70310200009,11917.60270662713,17.78379515101419,4,2,18790.021980807633,15.903641865589549,900.6011011948251,1
31,56991.0362064162,10235.25591851636,3.059568755805042,2,2,24868.13155164739,12.738867002987092,2342.0407861276335,1
34,55024.11724158077,44717.63379756685,17.47211226747675,0,2,42441.033634641964,5.8610036316842,3180.7988439710134,1
51,81513.16429941234,15365.227498209646,30.959008875654337,1,1,37273.84949214754,9.296799228772315,1676.6764685324795,1
49,18000.0,3430.1457921873225,20.88272546409261,1,2,44832.10284735034,19.11959282827552,2749.122120713481,1
48,29481.684937127746,11017.785402674275,21.830788494691866,1,0,23086.502335149708,12.000035189184924,2988.464300791326,1
37,33632.73232526134,17484.321605237863,18.727052576243292,2,3,57150.493829125204,8.191000123922946,3606.17087692317,0
64,48461.3083437615,23466.67032616485,35.0,1,0,42111.093226740966,21.44576997103135,4141.344853514621,1
24,50417.05294421146,23547.965217253135,0.0,2,0,32020.224273155232,7.587905054782443,2259.9565436504004,0
36,27868.138340085145,24766.145517765253,15.710752421340192,2,1,40860.238518803446,9.909074094394182,2765.3816436116313,0
26,37267.15541840513,11551.396933626704,11.924011327684495,3,1,17836.31253664143,2.3189340547037043,2793.562255301769,0
36,39504.84978657574,21404.404435015455,9.914117834086511,1,0,500.0,0.0,3184.4373734495307,0
64,99233.63365736605,9239.405358894215,35.0,0,1,19079.465356743993,5.56098854025823,3083.662777077211,1
37,87431.35505944863,11803.570169859882,13.097538222187145,0,0,43454.225230359036,7.192040421842593,3882.505004269794,1
61,47588.51048167631,8822.910254997405,31.9708023214317,2,0,31443.888714401342,8.646317922049294,700.0,1
43,48455.50077447762,6116.111454017306,20.64498176623873,0,3,27536.97949179828,0.0,2976.2189704006933,1
52,34314.328050610704,28642.094888580086,23.878942105751374,1,3,14738.878726000898,10.303371610589737,3038.6699081218103,0
41,20653.6525619452,24886.117009788875,17.574184519893823,0,4,500.0,2.848072379781616,2388.293690723031,0
32,52896.156644646566,27766.653699781302,5.716735121723968,0,1,55647.22117466622,10.043671796972074,700.0,1
55,37038.66430160754,18393.13066024296,33.39712244048961,2,0,26257.89464739107,11.674632414218253,2545.1035003037296,1
64,53472.69043008382,25768.076988651464,35.0,0,1,22268.316325850563,5.022454549736855,1960.4953135790229,1
32,26196.294717217406,1000.0,5.591281126927434,2,1,17910.367192346297,2.1809053386620025,4110.159868931351,1
56,41284.459750415364,26630.87518045355,35.0,0,1,52581.404597279325,14.71824658691814,2937.762232845086,1
32,57675.287715450955,19771.198300050302,17.187557701645435,3,2,45864.31462282892,11.36456047149598,1884.063655255166,1
53,61591.77276011087,24271.096001491656,23.678266248395833,1,2,12589.689644202834,7.759881669237035,752.6194956843681,1
56,62514.49525735626,21800.232990486133,35.0,0,2,50961.77337078363,14.342138818399265,3131.5559139965376,1
41,31231.19828517333,8129.448454631134,10.931284459812602,1,2,27388.73245941719,7.416308619877569,3226.534274369282,1
54,70384.3431424401,3019.6022460895347,35.0,2,2,19010.24061622991,3.897463949026745,2405.800833961813,1
33,40596.189461166694,10879.458338170367,4.573187094587853,1,1,24714.97703764409,1.991489678136201,3143.3079339400474,0
24,66391.44246293152,23649.17281272912,0.0,1,0,15900.649490731856,6.461004323231785,2286.556524383017,1
25,54808.503820872524,24900.914151753954,2.145146161182038,1,5,6224.2121505217765,10.858602389907965,3560.4937476513455,1
41,30225.025016596937,4320.577226181373,19.045162757184585,1,1,43970.35737915461,13.948796075539091,3493.416352193477,1
61,49308.441317538614,8189.006325317854,35.0,0,2,26027.312537433576,7.117551080172373,1124.9671657373697,1
26,61576.547357147814,10767.643140591606,1.0939190300320767,0,1,41109.77160561487,13.065624639678386,1344.3273404529994,1
41,66033.37684854279,14426.949397331842,15.339646841832876,1,3,35169.83996033183,5.928652842489845,4428.153550739175,1
52,52462.217846000465,4379.491691473479,26.666165043934207,1,2,39873.74000435832,3.0920099067207287,3438.976715024381,1
30,82572.02003081895,3779.482338598673,5.866422642342378,1,1,500.0,0.468433830998058,1463.857095474295,0
53,73135.19387775807,9781.647035924461,28.16642191811807,0,0,14398.315511573694,4.468800188290668,1186.657965419384,1
34,50380.22590480445,18862.538362250056,15.652258140073368,1,2,40248.56559723327,0.6567128627517249,2786.9948590491094,1
57,68502.19261846501,6194.056602465094,27.305820828159394,2,0,7053.0475055525785,17.047558155951002,1571.916147314052,1
47,89808.28273338737,16841.96490028234,26.373148334632813,0,2,36715.171508620166,9.196482131546727,2314.9633508676357,1
45,90288.72281409448,28585.52816141815,14.596961068162557,1,2,4967.317559665651,6.521925754178442,2557.4487293593183,1
28,32896.002145195045,4982.2026258649,11.42220312072574,0,1,30295.991702904495,15.610008811727871,2518.605450021756,1
41,38322.40399917129,15935.542415894604,20.488556564551818,1,1,58979.82709084902,0.4886631551424756,3613.8844536042434,1
59,81728.53816120932,28247.567337507724,34.46440888053713,1,0,43942.802075969244,6.314285820521281,4251.280615212953,1
21,35950.94108492253,13817.316096361907,0.0,0,0,500.0,16.998368960509307,2168.973932451057,1
55,31194.259600749778,12263.303091415812,29.78526894186303,2,0,45270.68527769132,6.279797466376663,1582.4067525770838,1
43,46248.50564741716,29634.958143064738,15.830077393086846,1,4,62800.288081132494,19.234068892022638,2949.961539485218,0
53,62564.08077054254,14937.979210284522,35.0,3,0,80346.2881829113,10.928024197207693,4068.332102998448,1
50,53156.85928100027,29044.950252055678,22.691350736906646,2,1,38551.36327443641,13.529629543161164,2237.1063592943206,1
40,43289.85483269934,22289.653911271987,18.11737175880532,0,2,5440.4413700636105,13.674474117274354,3365.323002812792,1
34,42864.175688958836,14571.553470901632,11.237689384595141,3,2,37824.20360443973,7.008012301240188,1846.5779667192928,1
49,42177.932840571244,22796.905305975302,22.019371477037645,1,0,58728.60477014637,4.558941677022117,2619.1442312901104,1
27,39168.826684139036,21204.495138460377,5.097093351253456,3,2,26632.412764494537,6.422798400597934,1554.2519459298592,0
47,96069.39179096911,28208.82821002474,29.458365669568344,0,1,48775.96061188605,2.0653374834318656,2609.7488544313223,1
25,60355.199281339985,12516.544621349814,0.0,1,1,14887.146020201617,6.67018558385103,2495.1905191559604,0
50,70961.66297928529,18412.060667816197,35.0,0,0,36702.35855628331,6.977969753775196,3147.3106092458693,1
49,46196.60557385937,17384.843203953627,20.539727613776726,2,2,500.0,15.44617497659602,4200.255447820571,1
24,51652.77981065112,25041.481416397848,0.6567988032498595,0,0,12893.963126939074,9.966378553637387,2249.994121181591,1
55,42156.02833533361,7748.208055558243,28.709919506329378,0,0,29889.828348926592,18.81308778893436,800.2437673888769,1
39,18000.0,28169.77048237856,16.34730266390131,2,2,23459.57884962416,0.0,2418.106499738381,0
56,30195.83301673841,22663.287721704168,35.0,1,1,6588.885103036562,0.914781499850287,2869.3858611395863,0
22,22408.863760352895,4830.749263670537,0.0,0,1,21006.188434470794,5.223273361673168,2781.710079431064,1
29,18000.0,30082.628254805004,1.7221763745897996,0,3,35933.79087242394,14.462472320071026,2458.31947074327,0
43,33483.538462634155,40340.93080797732,16.696812897925675,1,3,28447.90343201606,6.452113998583264,3938.9434467167166,0
